File Name, Source/Story,",Raw Sentence,",Components,Compound Word,Tag,Position,",Clean Context,",",Total No Of Compounds",,
balaramayanam_S.txt , Valmiki Ramayanam ,", ??? <???-???????>A1 ????????? ?????? ???????? ???????? ??????? ????? ??????????????? ???????, ????????? ? ???????? <?????-?????>T6 ????? ?? ????????? ?????? ???????, ", ???-??????? , ? , A1 ,5,", ??? ???-??????? ????????? ?????? ???????? ???????? ??????? ????? ??????????????? ???????, ????????? ? ???????? ?????-????? ????? ?? ????????? ?????? ???????, ",", 2, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", ??? <???-???????>A1 ????????? ?????? ???????? ???????? ??????? ????? ??????????????? ???????, ????????? ? ???????? <?????-?????>T6 ????? ?? ????????? ?????? ???????, ", ?????-????? , ? , T6 ,116,", ??? ???-??????? ????????? ?????? ???????? ???????? ??????? ????? ??????????????? ???????, ????????? ? ???????? ?????-????? ????? ?? ????????? ?????? ???????, ",", 2, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  ?? ????????? ?????????? ????? ??????? ? ????????? ???????? ???????? <??????-???>T6 ?????????? ???????? ??????, ", ??????-??? , ? , T6 ,70,",  ?? ????????? ?????????? ????? ??????? ? ????????? ???????? ???????? ??????-??? ?????????? ???????? ??????, ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", ?? ?????? ???? ??? ???????? <???-??????>K1 , ", ???-?????? , ? , K1 ,29,", ?? ?????? ???? ??? ???????? ???-?????? , ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  <?????-????>T6 ???????? ?????, ", ?????-???? , ? , T6 ,2,",  ?????-???? ???????? ?????, ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  ????? ?????????? <???-???-??????>K1 , ", ???-???-?????? , ? , K1 ,19,",  ????? ?????????? ???-???-?????? , ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  <???????-??????>T6 ????? ?????????, ", ???????-?????? , ? , T6 ,2,",  ???????-?????? ????? ?????????, ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  ???? ???? ? <?????-??????>K1 , ", ?????-?????? , ? , K1 ,14,",  ???? ???? ? ?????-?????? , ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", ??? <???-???>T6 ????? ???????? <???-?????????>T6 , ", ???-??? , ? , T6 ,5,", ??? ???-??? ????? ???????? ???-????????? , ",", 2, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", ??? <???-???>T6 ????? ???????? <???-?????????>T6 , ", ???-????????? , ? , T6 ,32,", ??? ???-??? ????? ???????? ???-????????? , ",", 2, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", <????-?????>Tds ??????? ???????? ??????????? ? , ", ????-????? , ? , Tds ,1,", ????-????? ??????? ???????? ??????????? ? , ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", <???-???????>T6 ??????????? ???????? ?????? ? , ", ???-??????? , ? , T6 ,1,", ???-??????? ??????????? ???????? ?????? ? , ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  ???? ????? ?? ?????? ???? ???? <?????-???>Tm ???? ????????, ", ?????-??? , ? , Tm ,33,",  ???? ????? ?? ?????? ???? ???? ?????-??? ???? ????????, ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  ?? ???? ?????? ??????????? <??-?????>T6 ??? ??????????, ", ??-????? , ? , T6 ,29,",  ?? ???? ?????? ??????????? ??-????? ??? ??????????, ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", ?? ?? ?????? ????? ???? ??????? - ?????! ?????? ??????????? ?? <??-??????>T6 ?????? ????, ", ??-?????? , ? , T6 ,64,", ?? ?? ?????? ????? ???? ??????? - ?????! ?????? ??????????? ?? ??-?????? ?????? ????, ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  ???? ?? - ???? ????! ??? ?? <??-??????>T6, ???????? ?? ???? ??, ??????? ?? ?????? ????????? ??? ??????, ", ??-?????? , ? , T6 ,30,",  ???? ?? - ???? ????! ??? ?? ??-??????, ???????? ?? ???? ??, ??????? ?? ?????? ????????? ??? ??????, ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", ???? ???????? ???? ????????? <???????-???>T6 , ", ???????-??? , ? , T6 ,30,", ???? ???????? ???? ????????? ???????-??? , ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", ???? ?????? ???? ?????????? <?-???????>Tn , ", ?-??????? , ? , Tn ,29,", ???? ?????? ???? ?????????? ?-??????? , ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  <???-??????>T7 <?????-???????>T6 ?????????? ???????? ? ???????? ?????, ", ???-?????? , ? , T7 ,2,",  ???-?????? ?????-??????? ?????????? ???????? ? ???????? ?????, ",", 2, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  <???-??????>T7 <?????-???????>T6 ?????????? ???????? ? ???????? ?????, ", ?????-??????? , ? , T6 ,17,",  ???-?????? ?????-??????? ?????????? ???????? ? ???????? ?????, ",", 2, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  ?????????? ?? ? ????? ????? ????, ?? ?? ????? <????-?????????>T6 ?????? ?????, ", ????-????????? , ? , T6 ,48,",  ?????????? ?? ? ????? ????? ????, ?? ?? ????? ????-????????? ?????? ?????, ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", <???????-?????>K1 ?????? ??? <???-????>T6 , ", ???????-????? , ? , K1 ,1,", ???????-????? ?????? ??? ???-???? , ",", 2, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", <???????-?????>K1 ?????? ??? <???-????>T6 , ", ???-???? , ? , T6 ,30,", ???????-????? ?????? ??? ???-???? , ",", 2, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  <????????-????>T6 ?? ???? ???? , ", ????????-???? , ? , T6 ,2,",  ????????-???? ?? ???? ???? , ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  ???? ???? ???????? ????????? ??????? ? ??????? ????, ???? ???? <?????-??????>K1 ??????????, ", ?????-?????? , ? , K1 ,65,",  ???? ???? ???????? ????????? ??????? ? ??????? ????, ???? ???? ?????-?????? ??????????, ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  ???! ???????? <?????-?????>T6 , ", ?????-????? , ? , T6 ,16,",  ???! ???????? ?????-????? , ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  ????  ????????? ????? ?? <?????-???????>K7 ???????, ???? ? <??-?????>T6, ", ?????-??????? , ? , K7 ,27,",  ????  ????????? ????? ?? ?????-??????? ???????, ???? ? ??-?????, ",", 2, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  ????  ????????? ????? ?? <?????-???????>K7 ???????, ???? ? <??-?????>T6, ", ??-????? , ? , T6 ,61,",  ????  ????????? ????? ?? ?????-??????? ???????, ???? ? ??-?????, ",", 2, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  ????? ??????? ??????, ??? ???????, <?????-???????>T6 ???????, ????????? ???????, ??????? ? ?????, ", ?????-??????? , ? , T6 ,37,",  ????? ??????? ??????, ??? ???????, ?????-??????? ???????, ????????? ???????, ??????? ? ?????, ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  <?????-???????>T6 ????????? ?????? ????? ?????? ?????? <?????-????????>T6 ???????, ??????????? ? ????? <?????-?????>T6 , ", ?????-??????? , ? , T6 ,2,",  ?????-??????? ????????? ?????? ????? ?????? ?????? ?????-???????? ???????, ??????????? ? ????? ?????-????? , ",", 3, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  <?????-???????>T6 ????????? ?????? ????? ?????? ?????? <?????-????????>T6 ???????, ??????????? ? ????? <?????-?????>T6 , ", ?????-???????? , ? , T6 ,57,",  ?????-??????? ????????? ?????? ????? ?????? ?????? ?????-???????? ???????, ??????????? ? ????? ?????-????? , ",", 3, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  <?????-???????>T6 ????????? ?????? ????? ?????? ?????? <?????-????????>T6 ???????, ??????????? ? ????? <?????-?????>T6 , ", ?????-????? , ? , T6 ,105,",  ?????-??????? ????????? ?????? ????? ?????? ?????? ?????-???????? ???????, ??????????? ? ????? ?????-????? , ",", 3, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  ?? <???-??????>T6 ????? ???????? ? ???? ????????? ????????, ", ???-?????? , ? , T6 ,5,",  ?? ???-?????? ????? ???????? ? ???? ????????? ????????, ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", ? ?? ???? ????????? ?? ??? <???-???????>T6 , ", ???-??????? , ? , T6 ,28,", ? ?? ???? ????????? ?? ??? ???-??????? , ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", ????? ??????? ?????? <?????-???????>T6 ?? , ", ?????-??????? , ? , T6 ,22,", ????? ??????? ?????? ?????-??????? ?? , ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  ?? ???? <????-?????>T6 ?????? ?????, ", ????-????? , ? , T6 ,10,",  ?? ???? ????-????? ?????? ?????, ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  ????? <?????-?????>T6 ???? ?? ??????? ???? ????????????? ???????? ??????????????, ", ?????-????? , ? , T6 ,8,",  ????? ?????-????? ???? ?? ??????? ???? ????????????? ???????? ??????????????, ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  ????? <???-??????>T6 <?????-????>T6 ????? ?????????? <?????-??????>T6 ????????, ", ???-?????? , ? , T6 ,8,",  ????? ???-?????? ?????-???? ????? ?????????? ?????-?????? ????????, ",", 3, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  ????? <???-??????>T6 <?????-????>T6 ????? ?????????? <?????-??????>T6 ????????, ", ?????-???? , ? , T6 ,23,",  ????? ???-?????? ?????-???? ????? ?????????? ?????-?????? ????????, ",", 3, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  ????? <???-??????>T6 <?????-????>T6 ????? ?????????? <?????-??????>T6 ????????, ", ?????-?????? , ? , T6 ,55,",  ????? ???-?????? ?????-???? ????? ?????????? ?????-?????? ????????, ",", 3, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", ?????? ?? ???????? ?? <?????-??????>K7 ????? ??? , ", ?????-?????? , ? , K7 ,23,", ?????? ?? ???????? ?? ?????-?????? ????? ??? , ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", ?? <???-??????>T6 ????? ???????? ? ?????? , ", ???-?????? , ? , T6 ,4,", ?? ???-?????? ????? ???????? ? ?????? , ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", ???? ????????? ????? <????-???????>T6 ???????? ???? ????????, ", ????-??????? , ? , T6 ,22,", ???? ????????? ????? ????-??????? ???????? ???? ????????, ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  <????-?????????>T6 ?????? ???????? ? ???? <?????-???????>T6 ? ????????? ?????????, ", ????-????????? , ? , T6 ,2,",  ????-????????? ?????? ???????? ? ???? ?????-??????? ? ????????? ?????????, ",", 2, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  <????-?????????>T6 ?????? ???????? ? ???? <?????-???????>T6 ? ????????? ?????????, ", ?????-??????? , ? , T6 ,44,",  ????-????????? ?????? ???????? ? ???? ?????-??????? ? ????????? ?????????, ",", 2, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  ???? ?? <????-?????>Ds ???????, ", ????-????? , ? , Ds ,10,",  ???? ?? ????-????? ???????, ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  ???? <???????-????>T6 <????-??????>T6 ?????? ???????, ", ???????-???? , ? , T6 ,7,",  ???? ???????-???? ????-?????? ?????? ???????, ",", 2, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  ???? <???????-????>T6 <????-??????>T6 ?????? ???????, ", ????-?????? , ? , T6 ,24,",  ???? ???????-???? ????-?????? ?????? ???????, ",", 2, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  <???-????????>Di ???? ??????, ", ???-???????? , ? , Di ,2,",  ???-???????? ???? ??????, ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", "" ???? ???????? <????????-??????>K7 ??????? <???-?????>T6 ?????? ????? ??? ??????? ???? ??? ????? ?????"", ", ????????-?????? , ? , K7 ,16,", "" ???? ???????? ????????-?????? ??????? ???-????? ?????? ????? ??? ??????? ???? ??? ????? ?????"", ",", 2, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", "" ???? ???????? <????????-??????>K7 ??????? <???-?????>T6 ?????? ????? ??? ??????? ???? ??? ????? ?????"", ", ???-????? , ? , T6 ,44,", "" ???? ???????? ????????-?????? ??????? ???-????? ?????? ????? ??? ??????? ???? ??? ????? ?????"", ",", 2, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", "" ???? ?? - ??? ?? ??????? ????? ?????, ???????? ?? ?????? <???-???????>T6 ???????? ????? ???????????? ???  ???? ???????"", ", ???-??????? , ? , T6 ,59,", "" ???? ?? - ??? ?? ??????? ????? ?????, ???????? ?? ?????? ???-??????? ???????? ????? ???????????? ???  ???? ???????"", ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  ?? ? ???\u200c??? ????? <???-???????>T6 ????? ????????? ????? ????? ???????? ?????????, ", ???-??????? , ? , T6 ,21,",  ?? ? ???\u200c??? ????? ???-??????? ????? ????????? ????? ????? ???????? ?????????, ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", ??? ???????? ???? ????? <???-??????>U , ", ???-?????? , ? , U ,25,", ??? ???????? ???? ????? ???-?????? , ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", <??????-?????>T6 ?????????? ????? ??????? ???????? , ", ??????-????? , ? , T6 ,1,", ??????-????? ?????????? ????? ??????? ???????? , ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", ??????? ???????? ??????? <?????-????????>K1 , ", ?????-???????? , ? , K1 ,26,", ??????? ???????? ??????? ?????-???????? , ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", ????? ???? ????? ??? ? <??-?????>BvS , ", ??-????? , ? , BvS ,24,", ????? ???? ????? ??? ? ??-????? , ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", ??? ??????? ??? ????? ??? ?????? <????-??????>K1 , ", ????-?????? , ? , K1 ,34,", ??? ??????? ??? ????? ??? ?????? ????-?????? , ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", ???????? ????? ??????? ????????? <????-???>K1 , ", ????-??? , ? , K1 ,34,", ???????? ????? ??????? ????????? ????-??? , ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", <????-?????>Tm ?????? ?????? ?????? <?????-????>Di ??? , ", ????-????? , ? , Tm ,1,", ????-????? ?????? ?????? ?????? ?????-???? ??? , ",", 2, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", <????-?????>Tm ?????? ?????? ?????? <?????-????>Di ??? , ", ?????-???? , ? , Di ,37,", ????-????? ?????? ?????? ?????? ?????-???? ??? , ",", 2, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", ???? ??? <??-?????>Bs6 ?????? <???-??????>Bs6 , ", ??-????? , ? , Bs6 ,10,", ???? ??? ??-????? ?????? ???-?????? , ",", 2, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", ???? ??? <??-?????>Bs6 ?????? <???-??????>Bs6 , ", ???-?????? , ? , Bs6 ,31,", ???? ??? ??-????? ?????? ???-?????? , ",", 2, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", ? ??? ???? ??? ???? <?????-??????>S <???-???>T6 , ", ?????-?????? , ? , S ,21,", ? ??? ???? ??? ???? ?????-?????? ???-??? , ",", 2, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", ? ??? ???? ??? ???? <?????-??????>S <???-???>T6 , ", ???-??? , ? , T6 ,37,", ? ??? ???? ??? ???? ?????-?????? ???-??? , ",", 2, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", ?? <??-????>Bs6 ???????\u200c?????? ????? <?-???????>Tn ???? , ", ??-???? , ? , Bs6 ,4,", ?? ??-???? ???????\u200c?????? ????? ?-??????? ???? , ",", 2, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", ?? <??-????>Bs6 ???????\u200c?????? ????? <?-???????>Tn ???? , ", ?-??????? , ? , Tn ,38,", ?? ??-???? ???????\u200c?????? ????? ?-??????? ???? , ",", 2, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", ?? <???-????>A1 ?????? ?????? ???? ? ?????? ??? ???? , ", ???-???? , ? , A1 ,4,", ?? ???-???? ?????? ?????? ???? ? ?????? ??? ???? , ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", ??? ??????? ?????????  <??????-?????>T4 ?? ????? , ", ??????-????? , ? , T4 ,24,", ??? ??????? ?????????  ??????-????? ?? ????? , ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", ??????? ??????????? ???? <??-??????>T4 ?? ??????? , ", ??-?????? , ? , T4 ,26,", ??????? ??????????? ???? ??-?????? ?? ??????? , ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", <???-?????>T6 ???  ????? ??????????  <??????-?????>T6 , ", ???-????? , ? , T6 ,1,", ???-????? ???  ????? ??????????  ??????-????? , ",", 2, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", <???-?????>T6 ???  ????? ??????????  <??????-?????>T6 , ", ??????-????? , ? , T6 ,38,", ???-????? ???  ????? ??????????  ??????-????? , ",", 2, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", ????? <??????-??????>T6 ????? ???????? ????? , ", ??????-?????? , ? , T6 ,7,", ????? ??????-?????? ????? ???????? ????? , ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", ????? <????-?????>K1 ?????? ??? ???????? , ", ????-????? , ? , K1 ,7,", ????? ????-????? ?????? ??? ???????? , ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", ??????? ???????  ???? <????-?????>K1 <?-???????>Tn , ", ????-????? , ? , K1 ,23,", ??????? ???????  ???? ????-????? ?-??????? , ",", 2, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", ??????? ???????  ???? <????-?????>K1 <?-???????>Tn , ", ?-??????? , ? , Tn ,38,", ??????? ???????  ???? ????-????? ?-??????? , ",", 2, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", ??????? <??-?????>Tp ????? ???\u200c????? <??????-?????>T6 , ", ??-????? , ? , Tp ,9,", ??????? ??-????? ????? ???\u200c????? ??????-????? , ",", 2, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", ??????? <??-?????>Tp ????? ???\u200c????? <??????-?????>T6 , ", ??????-????? , ? , T6 ,38,", ??????? ??-????? ????? ???\u200c????? ??????-????? , ",", 2, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", ???? ?????  <????-????>K1 ?????  ??????? ???????? , ", ????-???? , ? , K1 ,13,", ???? ?????  ????-???? ?????  ??????? ???????? , ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", ????? ???????? ??? <??-??????>Tp ???? ????? , ", ??-?????? , ? , Tp ,20,", ????? ???????? ??? ??-?????? ???? ????? , ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", ?????? ???? <??-??????>T6 ??? ?????? ??? ?? , ", ??-?????? , ? , T6 ,13,", ?????? ???? ??-?????? ??? ?????? ??? ?? , ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", ????? ? <????-?????>K1 ????? ???????? ? ?? , ", ????-????? , ? , K1 ,9,", ????? ? ????-????? ????? ???????? ? ?? , ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", <????-?????>Bs6 ? <????-????>K1 ???????? <?????-?????>Bs6 , ", ????-????? , ? , Bs6 ,1,", ????-????? ? ????-???? ???????? ?????-????? , ",", 3, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", <????-?????>Bs6 ? <????-????>K1 ???????? <?????-?????>Bs6 , ", ????-???? , ? , K1 ,19,", ????-????? ? ????-???? ???????? ?????-????? , ",", 3, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", <????-?????>Bs6 ? <????-????>K1 ???????? <?????-?????>Bs6 , ", ?????-????? , ? , Bs6 ,42,", ????-????? ? ????-???? ???????? ?????-????? , ",", 3, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", ????? ? ???? ?????  <????-??????>Bs3 <????-????>U , ", ????-?????? , ? , Bs3 ,21,", ????? ? ???? ?????  ????-?????? ????-???? , ",", 2, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", ????? ? ???? ?????  <????-??????>Bs3 <????-????>U , ", ????-???? , ? , U ,38,", ????? ? ???? ?????  ????-?????? ????-???? , ",", 2, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", ???????? <????-??????>K1 ?????? ?? <????-??????>T7 , ", ????-?????? , ? , K1 ,10,", ???????? ????-?????? ?????? ?? ????-?????? , ",", 2, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", ???????? <????-??????>K1 ?????? ?? <????-??????>T7 , ", ????-?????? , ? , T7 ,36,", ???????? ????-?????? ?????? ?? ????-?????? , ",", 2, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", ?????? <???-??????>K1 ????? ??????? ?? , ", ???-?????? , ? , K1 ,8,", ?????? ???-?????? ????? ??????? ?? , ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", ??????? ???? ???? ?????? ?????? <???-?????????>T6 , ", ???-????????? , ? , T6 ,33,", ??????? ???? ???? ?????? ?????? ???-????????? , ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", ????? ?? ???????? ???? ???????? ? <???-???????>Bs6 , ", ???-??????? , ? , Bs6 ,35,", ????? ?? ???????? ???? ???????? ? ???-??????? , ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", ??? ???? ????? ?? ?????? ????? <???-?????>A1 , ", ???-????? , ? , A1 ,32,", ??? ???? ????? ?? ?????? ????? ???-????? , ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", ???????? ????????? ????? <??????-???????>T6 ?? , ", ??????-??????? , ? , T6 ,26,", ???????? ????????? ????? ??????-??????? ?? , ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", ??? ???????? <??????-?????????>T6 ?????? <?????-???????>T7 , ", ??????-????????? , ? , T6 ,14,", ??? ???????? ??????-????????? ?????? ?????-??????? , ",", 2, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", ??? ???????? <??????-?????????>T6 ?????? <?????-???????>T7 , ", ?????-??????? , ? , T7 ,42,", ??? ???????? ??????-????????? ?????? ?????-??????? , ",", 2, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", ?????????? <????-????????>K1 ?????? <??????-???????>T6 , ", ????-???????? , ? , K1 ,12,", ?????????? ????-???????? ?????? ??????-??????? , ",", 2, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", ?????????? <????-????????>K1 ?????? <??????-???????>T6 , ", ??????-??????? , ? , T6 ,37,", ?????????? ????-???????? ?????? ??????-??????? , ",", 2, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", ?????? ??????? ????? ???? <?????-??????>U , ", ?????-?????? , ? , U ,27,", ?????? ??????? ????? ???? ?????-?????? , ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", ???? ?????????? ????? ????? <????-????????>K1 , ", ????-???????? , ? , K1 ,29,", ???? ?????????? ????? ????? ????-???????? , ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", ?????? ? ???? ? ?? ?????? ? ?? <??-????????>Tp , ", ??-???????? , ? , Tp ,32,", ?????? ? ???? ? ?? ?????? ? ?? ??-???????? , ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", ??? ?????? ???? ??????? ?? ????? <???-?????????>T6 , ", ???-????????? , ? , T6 ,34,", ??? ?????? ???? ??????? ?? ????? ???-????????? , ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", ???????? ????? ??????? ??????? <???-??????>T3 , ", ???-?????? , ? , T3 ,32,", ???????? ????? ??????? ??????? ???-?????? , ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", ?????? ?????? ????? ???????? ???????, <???-???????>T6 ?? ???? ???? ??? ??????, <??????-???>T6 ???? ?????? ??????? ???????? ??????? ?????, ", ???-??????? , ? , T6 ,39,", ?????? ?????? ????? ???????? ???????, ???-??????? ?? ???? ???? ??? ??????, ??????-??? ???? ?????? ??????? ???????? ??????? ?????, ",", 2, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", ?????? ?????? ????? ???????? ???????, <???-???????>T6 ?? ???? ???? ??? ??????, <??????-???>T6 ???? ?????? ??????? ???????? ??????? ?????, ", ??????-??? , ? , T6 ,80,", ?????? ?????? ????? ???????? ???????, ???-??????? ?? ???? ???? ??? ??????, ??????-??? ???? ?????? ??????? ???????? ??????? ?????, ",", 2, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  ??? ???? <???????-????>A2 ???? ?? ????, ", ???????-???? , ? , A2 ,11,",  ??? ???? ???????-???? ???? ?? ????, ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", "" ????????? ??  <??????-????>T6 - ?? ????! ?? ???????! ???????? ???? ??? ????????"", ", ??????-???? , ? , T6 ,16,", "" ????????? ??  ??????-???? - ?? ????! ?? ???????! ???????? ???? ??? ????????"", ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  ??????? ?????? ????? <???-????>T6 ????? ??????? <?????-???????>T6 ???????, ", ???-???? , ? , T6 ,23,",  ??????? ?????? ????? ???-???? ????? ??????? ?????-??????? ???????, ",", 2, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  ??????? ?????? ????? <???-????>T6 ????? ??????? <?????-???????>T6 ???????, ", ?????-??????? , ? , T6 ,50,",  ??????? ?????? ????? ???-???? ????? ??????? ?????-??????? ???????, ",", 2, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", <????-?????>T6 ?????????? <???-????????>Di ??? ????? ? ?????????, ??? ?? <???-???????>K1 ???????, ", ????-????? , ? , T6 ,1,", ????-????? ?????????? ???-???????? ??? ????? ? ?????????, ??? ?? ???-??????? ???????, ",", 3, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", <????-?????>T6 ?????????? <???-????????>Di ??? ????? ? ?????????, ??? ?? <???-???????>K1 ???????, ", ???-???????? , ? , Di ,27,", ????-????? ?????????? ???-???????? ??? ????? ? ?????????, ??? ?? ???-??????? ???????, ",", 3, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", <????-?????>T6 ?????????? <???-????????>Di ??? ????? ? ?????????, ??? ?? <???-???????>K1 ???????, ", ???-??????? , ? , K1 ,74,", ????-????? ?????????? ???-???????? ??? ????? ? ?????????, ??? ?? ???-??????? ???????, ",", 3, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  <???-???????>T3 ?? ????? ????? ?????????, ", ???-??????? , ? , T3 ,2,",  ???-??????? ?? ????? ????? ?????????, ",", 1, ",,
