Frequency,Query Word,Option A,Option B,Option C,Option D
'Rarely Occuring', 'arjunI', 'arvatI', 'ijyA', 'BojyA', 'sparSanaH'
'Rarely Occuring', 'maNgalavAsaraH', 'maNgalavAraH', 'BOmavAraH', 'kulavAraH', 'cAlaH'
'Frequently Occuring', 'amAtyaH', 'AmAtyaH', 'sacivaH', 'mantrI', 'saMSliz'
'Rarely Occuring', 'aspazwa', 'anacCa', 'naBasya', 'naBya', 'nalikA'
'Frequently Occuring', 'makzikA', 'makzikaH', 'palaNkazA', 'mAkzakA', 'vikta'
'Rarely Occuring', 'maSakaH', 'vajratuRqaH', 'sUcyAsyaH', 'rAtrijAgaradaH', 'SfNgiRaH'
'Not occuring', 'BAravAha', 'BAravAhakaH', 'BAravAhI', 'BAravAhikaH', 'kuntI'
'Rarely Occuring', 'karmakaraH', 'karmakAraH', 'SramikaH', 'SramajIvI', 'viSramBaH'
'Frequently Occuring', 'kalAyaH', 'satInaH', 'sitIlakaH', 'KaRqikaH', 'aDInatA'
'Rarely Occuring', 'sahakAritA', 'sahodyogaH', 'sAhAyyam', 'sahakAryam', 'DarmADyakzaH'
'Rarely Occuring', 'praPulla', 'Anandin', 'prahasita', 'manasvin', 'avinASinatvam'
'Frequently Occuring', 'maDyasTaH', 'maDyamapuruzaH', 'maDyasTitaH', 'carapuzwaH', 'purUravaH'
'Rarely Occuring', 'utsavaM', 'nirvartaya', 'utsavaM', 'nirvAhaya', 'agreprezita'
'Rarely Occuring', 'vAtsalyam', 'snehaH', 'prItiH', 'anurAgaH', 'nAvAjaH'
'Frequently Occuring', 'mayUraH', 'kalApI', 'varhiRaH', 'varhI', 'sAma'
'Rarely Occuring', 'GarzaRam', 'saMGarzaH', 'AGarzaH', 'AGarzaRam', 'dfQadaSakaH'
'Frequently Occuring', 'SaraH', 'kzIraSaraH', 'dugDaPenam', 'dugDatAlIyam', 'janmadA'
'Rarely Occuring', 'kiRaH', 'carmakIlaH', 'carmakIlam', 'mAMsakIlaH', 'avirudDatA'
'Frequently Occuring', 'SatapuzpA', 'aticCatrA', 'maDurA', 'SatAkzI', 'vikAratvam'
'Not occuring', 'sAleyaH', 'SItaSivaH', 'maDurikA', 'miSI', 'sampUjaya'
'Rarely Occuring', 'KalvAwaH', 'kalvAwaH', 'muRqaH', 'nandIwaH', 'kozaH'
'Not occuring', 'strIDarmaH', 'strIrajaH', 'rajaH', 'ftvam', 'devaguhyAH'
'Frequently Occuring', 'vetanam', 'vartanam', 'BUtiH', 'karmaRyA', 'anukampyatA'
'Frequently Occuring', 'mahAsAgaraH', 'mahAsamudraH', 'mahAsinDuH', 'mahodaDiH', 'nizeDaH'
'Frequently Occuring', 'yAcYA', 'prArTanA', 'aByarTanA', 'vijYaptiH', 'agrajanmA'
'Rarely Occuring', 'samaBUmiH', 'samaBUH', 'samasTalam', 'samasTalI', 'sa'
'Not occuring', 'Adf', 'avekz', 'Ikz', 'vIkz', 'apavAritam'
'Rarely Occuring', 'anujYA', 'aByanujYA', 'samanujYA', 'anuman', 'SAlAmaRqalam'
'Not occuring', 'vandanIya', 'praRamya', 'namanIya', 'namya', 'hf'
'Rarely Occuring', 'mAnahAniH', 'avamAnanam', 'avamAnanA', 'apamAnaH', 'naBasya'
'Rarely Occuring', 'SArI', 'KelanI', 'sArI', 'glahaH', 'kledaH'
'Frequently Occuring', 'prakaraRam', 'vAdaH', 'aBiyogaH', 'akzaH', 'banDUliH'
'Not occuring', 'SaktivEkalyam', 'vEhvalyam', 'glAniH', 'mlAnendriyaH', 'agniH'
'Not occuring', 'vaSIkaraRavidyA', 'vaSIkaraRam', 'vaSakriyA', 'saMvadanam', 'darSayitrI'
'Frequently Occuring', 'sAdfSyam', 'sajAtitA', 'samAnajAtitA', 'BAvasamatA', 'raktapatanam'
'Rarely Occuring', 'pOnaH', 'punyaM', 'sAtatyaM', 'aBIkzRatA', 'umA'
'Frequently Occuring', 'mfgayAM', 'car', 'mfgayAM', 'pariDAv', 'keSaraH'
'Not occuring', 'avaruD', 'saMyam', 'niyam', 'nigrah', 'Ayam'
'Not occuring', 'saDanaH', 'DanikaH', 'DanAQyaH', 'DaneSvaraH', 'vizAdin'
'Rarely Occuring', 'japamAlA', 'karamAlA', 'akzamAlA', 'akzasUtram', 'SElajA'
'Not occuring', 'rAjilaH', 'quRquBaH', 'wuRquBaH', 'nAgaBft', 'AvezwakaH'
'Not occuring', 'parimfj', 'pramfj', 'pramArjaya', 'parimArjaya', 'santozaya'
'Rarely Occuring', 'UzaRam', 'uzaRam', 'marIcam', 'maricI', 'alpaSakti'
'Frequently Occuring', 'saNgamaH', 'saMyogaH', 'samBedaH', 'saMBedaH', 'girA'
'Not occuring', 'sammil', 'saMgacC', 'samAgacC', 'same', 'pAnIyakAkikA'
'Not occuring', 'garBapAtaH', 'BrURahatyA', 'BrURavaDaH', 'garBasaMsravaRam', 'indrayavam'
'Rarely Occuring', 'mil', 'samAgam', 'saNgam', 'upAgam', 'sampradUzaya'
'Not occuring', 'avalamb', 'Alamb', 'aBigrah', 'AdA', 'Gfz'
'Frequently Occuring', 'saMyujya', 'ekatra', 'BU', 'saMmil', 'niHSreyasam'
'Rarely Occuring', 'yuj', 'saMyuj', 'saMDA', 'sanDA', 'akzadyUH'
'Not occuring', 'saNgrah', 'grah', 'saMgrah', 'saMci', 'druH'
'Rarely Occuring', 'KaRqamodakaH', 'KaRqaH', 'upalA', 'SuktopalA', 'samAhvayaya'
'Not occuring', 'awwilakAkAraH', 'lepakaH', 'lepI', 'pralepakaH', 'kambuka'
'Rarely Occuring', 'kzOram', 'muRqanam', 'keSavapanam', 'SiromuRqanam', 'Aritram'
'Rarely Occuring', 'cOlam', 'cUqAsaMskAraH', 'SiromaRqanam', 'cUqAkaraRam', 'vfScikaH'
'Rarely Occuring', 'BakzakaH', 'Bakzakam', 'BakzikA', 'GasmaraH', 'dUravARI'
'Frequently Occuring', 'mukuwam', 'kirIwaH', 'kirIwam', 'mOliH', 'supakva'
'Rarely Occuring', 'Akfzwa', 'mantramugDa', 'prakfzwa', 'AkfzyamARa', 'rogaH'
'Not occuring', 'paSupAlana', 'vijYAnam', 'paSupAlana', 'SAstram', 'gAritraH'
'Frequently Occuring', 'muzwiH', 'mustu', 'mucuwI', 'tsaruH', 'SreyasI'
'Not occuring', 'vfzyakandaH', 'rucirA', 'mUlABaH', 'kawukandaH', 'aBihan'
'Not occuring', 'sammArjakaH', 'mArrakaH', 'avaskaraH', 'malAkarzI', 'paryAptam'
'Rarely Occuring', 'mEnAkaH', 'girisutaH', 'himAlayajaH', 'sunABaH', 'sarvatra'
'Rarely Occuring', 'vistIrRa', 'pfTu', 'viSAla', 'vitata', 'SiKarI'
'Not occuring', 'avanamaya', 'Anamaya', 'namaya', 'vakrIkf', 'nivAsI'
'Rarely Occuring', 'sikTam', 'SikTam', 'maDUtTam', 'maDusamBavam', 'cItkAraH'
'Frequently Occuring', 'sEnikaH', 'yodDA', 'yoDaH', 'SastrajIvI', 'prAvfzAyaRI'
'Not occuring', 'vEhAsika', 'vidUzaka', 'hAsana', 'parihAsavedin', 'lohamArgaH'
'Frequently Occuring', 'rakzakaH', 'saMrakzakaH', 'aBipAlaH', 'parirakzakaH', 'kzIRatA'
'Frequently Occuring', 'nirmAtA', 'praRetA', 'viDAtA', 'srazwA', 'samfdDa'
'Frequently Occuring', 'yuvatI', 'yuvatiH', 'taruRI', 'yUnI', 'ambukaRaH'
'Rarely Occuring', 'raSmiH', 'marIciH', 'karaH', 'aBISuH', 'anumA'
'Rarely Occuring', 'vfkzaniryAsaH', 'niryAsaH', 'SyAnadravyam', 'sAnddravyam', 'DUpaya'
'Rarely Occuring', 'sUpaH', 'jUvam', 'yUzam', 'nizkvATaH', 'pAdaSAKA'
'Frequently Occuring', 'rAjyapAlaH', 'aDyakzaH', 'aDipatiH', 'aDizWAtA', 'aDInatA'
'Not occuring', 'parABU', 'parAji', 'aBiBU', 'viPalIBU', 'SayAlu'
'Rarely Occuring', 'Kanitram', 'KAtram', 'AKanikaH', 'AKanaH', 'udbadDa'
'Frequently Occuring', 'inDanam', 'eDam', 'iDmam', 'saminDanam', 'sUtrakaRWaH'
'Rarely Occuring', 'videSI', 'paradeSI', 'vEdeSikaH', 'videSIyaH', 'utsmayaH'
'Frequently Occuring', 'kzayaH', 'BU', 'vyayaH', 'BU', 'Put'
'Not occuring', 'pariSram', 'Sram', 'Ayas', 'udyam', 'anacCa'
'Not occuring', 'anusf', 'anugam', 'anuDAv', 'anuvraj', 'mftyuleKaH'
'Not occuring', 'bAD', 'vyaT', 'druh', 'pIqaya', 'ava'
'Not occuring', 'videSin', 'videSIya', 'vEdeSya', 'paradeSin', 'krameRa'
'Not occuring', 'praRiDA', 'anuvyaD', 'Kac', 'pratibanD', 'ananukUlatA'
'Not occuring', 'anubanD', 'banD', 'pratizaYj', 'prave', 'lomagartaH'
'Not occuring', 'lajj', 'vrIq', 'hrI', 'trap', 'AGAtaH'
'Frequently Occuring', 'lajjA', 'mandAkzam', 'hrIH', 'trapA', 'gfhanirmARADyakzaH'
'Not occuring', 'vidyuddIpaH', 'vidyutkandaH', 'goladIpaH', 'kandaH', 'alakaH'
'Rarely Occuring', 'kalahAya', 'kalahaM', 'kf', 'vivad', 'dahanam'
'Rarely Occuring', 'mallayudDaM', 'kf', 'bAhuyudDaM', 'kf', 'parikram'
'Not occuring', 'ucCri', 'unnam', 'samucCri', 'utkzip', 'pASaH'
'Frequently Occuring', 'AhvAnam', 'AkAraRam', 'hUtiH', 'pratyAhvAnam', 'vijYatA'
'Frequently Occuring', 'laSunam', 'rasunaH', 'mahOzaDam', 'gfYjanaH', 'parigarj'
'Frequently Occuring', 'pawalam', 'puwam', 'AcCAdanam', 'Avezwanam', 'utsfj'
'Not occuring', 'lajjASIlatA', 'kAtaryam', 'BIrutA', 'lajjAvattvam', 'valkitaH'
'Not occuring', 'SlezapawwaH', 'upanAhaH', 'pralepam', 'suDA', 'nidrAyAM'
'Rarely Occuring', 'lubDa', 'lubDaka', 'atilubDa', 'loluBa', 'nizpU'
'Frequently Occuring', 'vargIkaraRam', 'praviBAgaH', 'gaRatA', 'gaRIkaraRam', 'veRikA'
'Frequently Occuring', 'vatsaraH', 'varzaH', 'saMvatsaraH', 'parivatsaraH', 'piRqaH'
'Rarely Occuring', 'nandikeSvaraH', 'tryambakavfzaBaH', 'AjakAraH', 'nandI', 'GarzaRam'
'Frequently Occuring', 'tApI', 'tAptI', 'tApatI', 'arkajA', 'garut'
'Rarely Occuring', 'viDuraH', 'ayogaH', 'mftaBAryaH', 'mftapatnIkaH', 'SUnyIkf'
'Rarely Occuring', 'namratA', 'hrItiH', 'SAlInatA', 'vinayatA', 'tejomayam'
'Rarely Occuring', 'suSIlatA', 'suSIlatvam', 'sOjanyam', 'praSrayaH', 'piRqita'
'Frequently Occuring', 'viBAjanam', 'viBAgaH', 'viBaktiH', 'vicCedaH', 'ucCrita'
'Frequently Occuring', 'laSunam', 'raSunam', 'laSUnam', 'lasunam', 'aBinipIqaya'
'Not occuring', 'yayin', 'pakzapAtin', 'fRa', 'kAMdiS', 'vimardanam'
'Rarely Occuring', 'kuwwanI', 'raNgamAtA', 'lAkzA', 'raNgamAtfkA', 'tAlaH'
'Rarely Occuring', 'aDIna', 'niGna', 'Ayatta', 'asvacCanda', 'lepakaH'
'Frequently Occuring', 'vivAdaH', 'kalahaH', 'vAdaH', 'vipralApaH', 'avacCid'
'Rarely Occuring', 'ucitatvam', 'upayuktatA', 'samIcInatA', 'samucitatA', 'avalIka'
'Not occuring', 'tIkzRaganDakaH', 'SoBAYjanaH', 'SigruH', 'tIkzRaganDakaH', 'jaleSvaraH'
'Rarely Occuring', 'mocakaH', 'SigruH', 'tIkzRaganDaH', 'sutIkzRaH', 'astraDArI'
'Not occuring', 'kriyAvat', 'anavasara', 'aptur', 'karmavat', 'nirAkf'
'Frequently Occuring', 'upavAsaH', 'upavastam', 'upozitam', 'upozaRam', 'sarpadaRqI'
'Frequently Occuring', 'paraSurAmaH', 'BArgavaH', 'jAmadagnyaH', 'BfgupatiH', 'tAqakAPalam'
'Rarely Occuring', 'malAvaroDaH', 'badDakozWam', 'AmavAtaH', 'vizwamBaH', 'avaruD'
'Rarely Occuring', 'ikzuraH', 'kaRwAPalaH', 'garjAPalaH', 'patraguptaH', 'CalaH'
'Frequently Occuring', 'dvAparam', 'dvAparayugam', 'dvAparaM', 'yugam', 'keSavaH'
'Frequently Occuring', 'rukmiRI', 'IH', 'ramA', 'sinDujA', 'Cid'
'Frequently Occuring', 'triSUlam', 'triSiKam', 'triSIrzakam', 'pinAkaH', 'Seza'
'Frequently Occuring', 'SreRI', 'vargaH', 'kowiH', 'samUhaH', 'nirudyogin'
'Rarely Occuring', 'saMsTApanam', 'sTApanA', 'sidDiH', 'pratizWApanam', 'sTA'
'Rarely Occuring', 'saNgatiH', 'saMsargaH', 'sAhacarya', 'saMvAsaH', 'agnibAhuH'
'Frequently Occuring', 'aBrakam', 'girijam', 'amalam', 'garajaDvajam', 'DIsaKaH'
'Rarely Occuring', 'AragvaDaH', 'rAjavfkzaH', 'sampAkaH', 'caturaNgulaH', 'gOravam'
'Rarely Occuring', 'SirIzaH', 'BaRqilaH', 'BaRqiraH', 'BaRqIlaH', 'BftiH'
'Rarely Occuring', 'nAraNgaH', 'nAgaraNgaH', 'nAryaNgaH', 'suraNgaH', 'vf'
'Frequently Occuring', 'santozaH', 'saMtuzwiH', 'santuzwiH', 'paritozaH', 'aByupagamaH'
'Frequently Occuring', 'tuzwiH', 'tfptiH', 'parituzwiH', 'hArdiH', 'pAma'
'Not occuring', 'vivAdita', 'vivAdAspada', 'vAdagrasta', 'vivAdagrasta', 'avaSizwam'
'Frequently Occuring', 'samparkaH', 'pfktiH', 'saMsargaH', 'sparSaH', 'vipraH'
'Frequently Occuring', 'sampradAyaH', 'SAKA', 'panTaH', 'mArgaH', 'tuzaH'
'Rarely Occuring', 'banDutA', 'banDuH', 'sambanDitvam', 'svAjanyam', 'ADiH'
'Rarely Occuring', 'maYjarI', 'maYjaraH', 'maYjA', 'maYjiH', 'AruRI'
'Not occuring', 'manuzyatA', 'mAnuzatvam', 'mAnuzyam', 'naratvam', 'utTAnaSIla'
'Frequently Occuring', 'karuRA', 'kAruRyam', 'dayA', 'kfpA', 'tIkzRakalkaH'
'Not occuring', 'parizkaraRam', 'SoDanam', 'saMskAraH', 'saMSoDanam', 'kaWikA'
'Rarely Occuring', 'SudDIkaraRam', 'parizkAraH', 'pariSoDanam', 'pavitrIkaraRam', 'Dftimat'
'Frequently Occuring', 'samparkaH', 'saMbanDaH', 'sambanDaH', 'anvayaH', 'kanDaraH'
'Rarely Occuring', 'yATArTyam', 'satyatA', 'samIcInatA', 'yATAtaTyam', 'AtapaH'
'Frequently Occuring', 'pativratA', 'svAmyAnuraktA', 'satI', 'sADvI', 'upadaMSaH'
'Rarely Occuring', 'satyayugam', 'satyam', 'satyaM', 'yugam', 'klamaH'
'Not occuring', 'hitecCA', 'samprIti', 'anukUlatA', 'mEtrI', 'punaH'
'Frequently Occuring', 'viSAlA', 'pUtikA', 'vfScikapatrikA', 'picCilacCadA', 'ugraSIlA'
'Not occuring', 'avagam', 'buD', 'avabuD', 'vid', 'sUtrajAlam'
'Not occuring', 'svIkf', 'aNgIkf', 'urarIkf', 'saMvijYA', 'talina'
'Not occuring', 'anuSAs', 'upadiS', 'upAdiS', 'nidfS', 'arc'
'Rarely Occuring', 'prahelikA', 'pravalhikA', 'pravahlikA', 'pravalhiH', 'ijipta'
'Not occuring', 'ajihma', 'avakra', 'akuwila', 'sarala', 'dIpanI'
'Not occuring', 'dyUtakaraH', 'dyUtakAraH', 'kitavaH', 'akzaDUrtaH', 'mUlatattvam'
'Not occuring', 'praSaMs', 'SlAG', 'stu', 'nu', 'gopaBadrikA'
'Not occuring', 'paTikASramaH', 'maWaH', 'uttaraRasTAnam', 'pAnTaSAlA', 'meGanATaH'
'Frequently Occuring', 'pInasaH', 'pratiSyAyaH', 'kASaH', 'kaPaH', 'sidDAntaH'
'Not occuring', 'Svi', 'prasPAy', 'utsPAy', 'sPAy', 'jaNgalam'
'Rarely Occuring', 'SItakAlaH', 'SItakaH', 'hemantaH', 'sahAH', 'kftaDvaMsa'
'Not occuring', 'pracCannadIpaH', 'gUQadIpaH', 'AvfttadIpikA', 'koSasTadIpaH', 'palASaH'
'Frequently Occuring', 'vetanam', 'vfttiH', 'vartanam', 'BftiH', 'nirayaH'
'Frequently Occuring', 'vaSIkaraRam', 'saMvadanam', 'saMvadanA', 'vaSakriyA', 'varhI'
'Frequently Occuring', 'SaWa', 'DUrta', 'vakragAmin', 'kapawika', 'dUtyam'
'Rarely Occuring', 'catura', 'caturaka', 'nipuRa', 'nizRa', 'BUmigfham'
'Frequently Occuring', 'arkaH', 'sAraH', 'rasaH', 'sattvam', 'kAlaH'
'Not occuring', 'SaNkuvfkzaH', 'SAlavfkzaH', 'SaNkutaruH', 'kArSyaH', 'yuvarAjaH'
'Not occuring', 'DyAnamagna', 'DyAnanizWa', 'DyAnasTa', 'DyAnin', 'nASaya'
'Not occuring', 'vinI', 'anuSAs', 'SAs', 'Sikzaya', 'hf'
'Not occuring', 'mAyAkAraH', 'mAyAkft', 'mAyI', 'mAyikaH', 'rasya'
'Frequently Occuring', 'haridrA', 'harit', 'suvarRA', 'kAYcanI', 'prasidDaH'
'Frequently Occuring', 'makarandaH', 'puzpAsavaH', 'puzparasaH', 'marandaH', 'QaNkakaH'
'Not occuring', 'tAlEkyam', 'svarEkyam', 'svarasaNgaH', 'svarEkatA', 'naKaraH'
'Not occuring', 'vyajanin', 'vAlaDipriyaH', 'vAlamfgaH', 'hayaH', 'brahmajawA'
'Frequently Occuring', 'viqam', 'rasaSoDanam', 'lohadrAvI', 'lohaSlezaRaH', 'DArikA'
'Rarely Occuring', 'apanI', 'pratisAraya', 'apasAraya', 'niHsAraya', 'dravyasAmagryam'
'Frequently Occuring', 'kuberaH', 'yakzarAw', 'yakzendraH', 'yakzeSvaraH', 'paRAyA'
'Frequently Occuring', 'setuH', 'setubanDaH', 'jalabanDakaH', 'DaraRam', 'antakaH'
'Frequently Occuring', 'arcakaH', 'pUjakaH', 'purohitaH', 'puroDAH', 'toyam'
'Frequently Occuring', 'vihAraH', 'viharaRam', 'pariBramaRam', 'paryawanam', 'stavakaH'
'Rarely Occuring', 'snAta', 'nimajjita', 'avagAhita', 'AplAvita', 'reva'
'Rarely Occuring', 'BAratavarzam', 'Baratavarzam', 'BAratam', 'BAratadeSaH', 'aBijAtyam'
'Frequently Occuring', 'svaraH', 'ravaH', 'kaRWaravaH', 'kaRWaDvaniH', 'tAskaryam'
'Frequently Occuring', 'nindA', 'nindAvAkyam', 'AkzepaH', 'aDikzepaH', 'vyaT'
'Frequently Occuring', 'AgrahaH', 'haWaH', 'nirbanDaH', 'svEritA', 'pIqAkara'
'Rarely Occuring', 'halaH', 'halam', 'lANgalam', 'godAraRam', 'pa'
'Not occuring', 'pAYcAlakaH', 'putrakaH', 'kftrimaputrakaH', 'caYcApuruzaH', 'darSita'
'Not occuring', 'BaYj', 'viBaYj', 'viGawaya', 'vidF', 'kozavA'
'Frequently Occuring', 'hAsyam', 'hAsaH', 'hasaH', 'hasanam', 'apayaSaH'
'Not occuring', 'kzudratA', 'nIcatA', 'hInatA', 'UnatA', 'sammAnakara'
'Rarely Occuring', 'jaWaraH', 'jaWaram', 'pakvASayaH', 'kozWaH', 'SrezWaH'
'Rarely Occuring', 'anDatA', 'anDatvam', 'AnDyam', 'acakzuzwvam', 'satyam'
'Rarely Occuring', 'aMSaBAgI', 'aMSaBAk', 'aMSaBAg', 'aMSagrAhI', 'pratiBA'
'Rarely Occuring', 'akzowaH', 'akzoqaH', 'AkzoqaH', 'AkzowaH', 'malayajam'
'Rarely Occuring', 'mArgaSIrzaH', 'agrahAyaRaH', 'sahAH', 'mArgaH', 'pAtaH'
'Rarely Occuring', 'dozAropaRam', 'dozAropaH', 'aDiyuktiH', 'aBiSApaH', 'udvAhitaH'
'Rarely Occuring', 'SI', 'svap', 'nidrA', 'saMviS', 'astam'
'Not occuring', 'GarGarAya', 'GarGararavaM', 'kf', 'AriP', 'niram'
'Frequently Occuring', 'Acamanam', 'upasparSaH', 'AcamaH', 'SucipraRIH', 'viDiH'
'Not occuring', 'viklfp', 'viSaNk', 'viBram', 'dolAya', 'aBimuKatA'
'Frequently Occuring', 'AyataH', 'Ayatam', 'samakoRaH', 'samacaturastram', 'mucuwI'
'Rarely Occuring', 'aBileKaH', 'AleKaH', 'leKyam', 'leKaH', 'anuzaYj'
'Frequently Occuring', 'SacI', 'SaciH', 'indrARI', 'pOlomI', 'sadaH'
'Frequently Occuring', 'elA', 'elIkA', 'bahulaganDA', 'EndrI', 'pattanam'
'Not occuring', 'SlakzRayantram', 'cakrayantram', 'pIcanayantram', 'pezaRayantram', 'anusaMDA'
'Not occuring', 'vEmAnikaH', 'vEmAnikI', 'vimAnacAlakaH', 'vimAnacAlikA', 'keSaprasA'
'Not occuring', 'upaBedaH', 'upaSAKA', 'pratiBAgaH', 'praBAgaH', 'smaraH'
'Rarely Occuring', 'AsIna', 'upavizwa', 'aDyAsIna', 'aBinivizwa', 'niravaroDa'
'Frequently Occuring', 'yajYopavItam', 'yajYopavItakam', 'upavItam', 'yajYasUtram', 'skanDaH'
'Rarely Occuring', 'kaNkatam', 'kaNkatikA', 'kaNakataH', 'veRiveDinI', 'maDuliw'
'Rarely Occuring', 'kinnaraH', 'kimpuruzaH', 'mayuH', 'turaNgavadanaH', 'grAmIRa'
'Rarely Occuring', 'yUkAH', 'lomakIwaH', 'keSakIwaH', 'svedajaH', 'BayAtura'
'Frequently Occuring', 'tAqanam', 'AGAtaH', 'prahAraH', 'prahArakaraRam', 'BAgyam'
'Rarely Occuring', 'klAntiH', 'SrAntiH', 'klamaH', 'AyAsaH', 'DftiH'
'Frequently Occuring', 'ikzuH', 'rasAlaH', 'karkowakaH', 'vaMSaH', 'utkfzwapadaprepsu'
'Not occuring', 'pariRam', 'pac', 'paripac', 'samprapac', 'rogaH'
'Not occuring', 'candragrahaRam', 'candragrahaH', 'SaSigrahaH', 'somagrahaRam', 'utkalikA'
'Rarely Occuring', 'sUryagrahaRam', 'sUryagrahaH', 'arkagrahaH', 'ravigrahaRam', 'unmAdaH'
'Rarely Occuring', 'pAdatrARam', 'pAdapA', 'pAdukA', 'pAdU', 'kuralaH'
'Not occuring', 'caraRAmftam', 'pAdyam', 'pAdodakam', 'caraRodakam', 'visfj'
'Frequently Occuring', 'medaH', 'vapA', 'vasA', 'asTikaraH', 'bAlaH'
'Not occuring', 'pratikf', 'saMmuKIkf', 'aBimuKIkf', 'aBimuKaya', 'anavaratam'
'Rarely Occuring', 'kUjanam', 'virutaH', 'virAvaH', 'kUjitam', 'bahusutA'
'Not occuring', 'kazA', 'kaSA', 'carmayazwiH', 'pratizkazaH', 'patatrI'
'Not occuring', 'cikkaRa', 'cikkiRa', 'aYjiva', 'vIta', 'vyavahArapaRqitaH'
'Not occuring', 'SlakzRatA', 'cikkaRatA', 'snEgDyam', 'snigDatA', 'upakaraRam'
'Not occuring', 'anavaDAnatA', 'pramAdaH', 'anapekzA', 'asAvaDAnatA', 'madAQya'
'Not occuring', 'cumb', 'avaGrARaM', 'kf', 'cumbanaM', 'ekadehaH'
'Not occuring', 'maDukoSam', 'kzOdrapawalaH', 'kzOdrapawalam', 'apUpaH', 'prayARakAlaH'
'Rarely Occuring', 'gADa', 'stAGa', 'sTAGa', 'uttAna', 'aRutara'
'Rarely Occuring', 'siYcanam', 'secanam', 'avasecanam', 'kzAlanam', 'suraBiH'
'Not occuring', 'Cid', 'vicCid', 'viBid', 'Bid', 'manoBava'
'Not occuring', 'DU', 'viDU', 'aBiDU', 'kampaya', 'talina'
'Rarely Occuring', 'viyojaya', 'viBedaya', 'Bedaya', 'viSlezaya', 'aDigantavya'
'Rarely Occuring', 'nizkrayaH', 'nizkrayaRam', 'udDAraH', 'nirutAraH', 'prarud'
'Frequently Occuring', 'klIbaH', 'tftIyaprakftiH', 'apuMs', 'uqumbaraH', 'vizaRRa'
'Frequently Occuring', 'kiMvadantI', 'janapravAdaH', 'pravAdaH', 'janaSrutiH', 'talpam'
'Rarely Occuring', 'jalaDArA', 'payoDArA', 'toyaDAraH', 'vAripUraH', 'akzata'
'Not occuring', 'udraH', 'jalamArjAraH', 'jalanakulaH', 'pAnIyanakulaH', 'nimezaH'
'Rarely Occuring', 'jalayantram', 'jalotkzepaRam', 'jalotkzepaRI', 'jalottolanI', 'adrikarRI'
'Not occuring', 'yAvanAlam', 'ikzupatraH', 'SiKarI', 'ikzupatrakaH', 'bAlakatvam'
'Rarely Occuring', 'gulPaH', 'GuwikA', 'caraRagranTiH', 'GuRwakaH', 'Cidrayukta'
'Frequently Occuring', 'nirDanaH', 'nirDanA', 'daridraH', 'daridrA', 'mfdaNgaPalam'
'Rarely Occuring', 'pallI', 'padraH', 'KewakaH', 'nivasaTaH', 'varDita'
'Not occuring', 'majjaya', 'nimajjaya', 'avagAhaya', 'vigAhaya', 'sinDujAtaH'
'Not occuring', 'BfNgarolaH', 'vizaSUkaH', 'vizaSfNgI', 'bfhadvaralaBedaH', 'dIrGagrIvaH'
'Not occuring', 'trasaraH', 'sUtravezwanam', 'sUtrayantram', 'tasaraH', 'sinDuvizaH'
'Not occuring', 'tarkaya', 'ASaNk', 'vitarkaya', 'Uh', 'muc'
'Rarely Occuring', 'tAmrapatram', 'tAmrapattram', 'tAmrapawwaH', 'pawwaH', 'AkarzaRam'
'Frequently Occuring', 'vicCedaH', 'samBedaH', 'KaRqaH', 'viBaNgaH', 'vAYCita'
'Rarely Occuring', 'SAta', 'tIkzRAgra', 'utsaka', 'tIvra', 'san'
'Not occuring', 'prakzoBaya', 'saMkzoBaya', 'vikzoBaya', 'udvejaya', 'Akram'
'Frequently Occuring', 'koSAtakI', 'kftaCidrA', 'jAlinI', 'kftaveDanA', 'vizaRRatA'
'Rarely Occuring', 'pratidvAram', 'dvAri', 'dvAri', 'dvAre', 'jaraRqaH'
'Rarely Occuring', 'dvArapAlaH', 'pratihAraH', 'dvArapAlakaH', 'pratihArI', 'pItavAn"'
'Frequently Occuring', 'atisAraH', 'SakfdBedaH', 'varcoBedaH', 'viqBaNgaH', 'vanavAsI'
'Not occuring', 'dAqimbaPalam', 'dAqimam', 'dAlimam', 'vfttaPalam', 'durgatiH'
'Rarely Occuring', 'dAqimaH', 'kalkaPalaH', 'kucaPalaH', 'parvaruh', 'vegaH'
'Rarely Occuring', 'tvaksAraH', 'kAmavallaBaH', 'tanutvac', 'tanukaH', 'ikzuyoniH'
'Rarely Occuring', 'manohara', 'manorama', 'mugDa', 'valgu', 'bahukaH'
'Not occuring', 'aByas', 'samaDI', 'samAmnA', 'samAvft', 'asTikam'
'Not occuring', 'saMrakz', 'rakz', 'pratirakz', 'aBirakz', 'vinatatA'
'Rarely Occuring', 'dUratA', 'antaram', 'dUratvam', 'aparatA', 'havirmanTaH'
'Rarely Occuring', 'devatvam', 'dEvatvam', 'divyatA', 'devatAnuBAvaH', 'ucCvasitaH'
'Frequently Occuring', 'devadAru', 'SakrapAdapaH', 'pariBadrakaH', 'BadradAru', 'kfzRaPalI'
'Frequently Occuring', 'dvitIya', 'dvitIyaka', 'dvitIyIka', 'dvitIyapadasTa', 'parAgaH'
'Frequently Occuring', 'sTApaya', 'DA', 'nyas', 'vinyas', 'nArakIya'
'Not occuring', 'rAjila', 'rAjIva', 'rAjImat', 'reKAkAra', 'samasamAna'
