Frequency,Query Word,Option A,Option B,Option C,Option D
'Not occuring', 'apahAraya', 'saMgrAhaya', 'sAnddravyam', 'Saka', 'mUtrikA'
'Not occuring', 'juqa़vA~', 'joqa़vA~', 'BAjya', 'BOgolika', 'SakfdBedaH'
'Not occuring', 'mftyulokaH', 'yamalokaH', 'KasaH', 'putravat', 'vijYA'
'Not occuring', 'pramARadaH', 'pratyABUtidaH', 'sannAhaH', 'pratibanDanam', 'PenAgram'
'Rarely Occuring', 'gucCaH', 'stabakaH', 'kendram', 'AleKanI', 'padAt'
'Not occuring', 'yogIrAjaH', 'yogIndraH', 'SoBanIya', 'df', 'jozam'
'Not occuring', 'vilAsamandiram', 'vilAsaBavanam', 'jAlam', 'vihasta', 'pratyavAyaH'
'Rarely Occuring', 'raktasrAvaH', 'raktamokzaRam', 'rogavijYAnI', 'vyADaH', 'aNganam'
' Frequently Occuring', 'rakzA', 'rakzaRaM', 'viDU', 'arDa', 'aNkaH'
'Not occuring', 'Gfz', 'avaGfz', 'nirIkz', 'trAsaH', 'anuyA'
'Not occuring', 'sfjanAtmaka', 'racanAtmaka', 'samAlokaya', 'BftyaBAvaH', 'rAjakanyA'
'Rarely Occuring', 'tulikA', 'tulA', 'savismayaH', 'kftavidya', 'viracaya'
'Rarely Occuring', 'lohitAluH', 'mAluvA', 'maRqalatA', 'JilliH', 'vihA'
'Rarely Occuring', 'kfzRalam', 'guYjaH', 'lAGavaH', 'sekapAtra', 'yugmakIkoSikA'
' Frequently Occuring', 'rasAtalam', 'pAtAlam', 'buD', 'spfhaya', 'kAyadA'
'Not occuring', 'vizayAsakti', 'vizayAkANkzA', 'upAjekf', 'praSaMsya', 'apahArakaH'
'Rarely Occuring', 'trapuH', 'trapus', 'suparvA', 'SaktuPalA', 'yAjYikaH'
'Not occuring', 'SUrmI', 'sUrmI', 'sasIma', 'SudDikaraRam', 'droRiH'
' Frequently Occuring', 'arTaSAstram', 'daRqanItiH', 'aDikfcCram', 'KawaH', 'vikzipta'
'Rarely Occuring', 'rIWA', 'karaYjakaH', 'nAgaramustA', 'prapac', 'duzwa'
'Not occuring', 'rukzatA', 'rukzatva', 'sTA', 'AnAyaya', 'kOwilyam'
'Not occuring', 'rudrAkzaH', 'tfRameruH', 'mAtaNgafziH', 'GAtakaH', 'svabanDuH'
'Rarely Occuring', 'rUpaka', 'alaNkAraH', 'vAtAvasTApakaH', 'vawUrin', 'AtmaguptA'
'Not occuring', 'rodaya', 'prarodaya', 'aDunA', 'patrikA', 'prakramaH'
'Not occuring', 'romaranDram', 'lomavivaram', 'pracayaH', 'paritap', 'panasabIjam'
'Rarely Occuring', 'lambaH', 'aDolambaH', 'atItakAlaH', 'avasAdaka', 'anAryajAtiH'
'Rarely Occuring', 'alpatA', 'lAGavaH', 'daridrA', 'karma', 'pesOH'
'Rarely Occuring', 'AguH', 'AgUH', 'powalikA', 'rAjahIna', 'sAraNgI'
'Not occuring', 'aruRimA', 'raktatA', 'asamBava', 'hindolaH', 'prajAtantrIya'
' Frequently Occuring', 'nepAlI', 'nepAlinI', 'cakoraH', 'mAnaH', 'agastyaH'
'Rarely Occuring', 'Aropaya', 'nyas', 'gaNgAnagaram', 'yogakzemaH', 'saNgrahaRIya'
' Frequently Occuring', 'lAlA', 'syandinI', 'sukandakaH', 'samudDaraRam', 'kAryapadDatiH'
'Not occuring', 'SAyaya', 'svApaya', 'pustakAgAraH', 'apavAraRam', 'AsPowanam'
' Frequently Occuring', 'lepanam', 'AlepaH', 'modaya', 'pezI', 'pASavam'
'Not occuring', 'pArzI', 'pAMsuH', 'granTiH', 'upasaMkxp', 'Agam'
'Not occuring', 'prAvarakam', 'pracCAdanam', 'tucCadravyam', 'mAsaH', 'balbalAkf'
'Not occuring', 'leKApAlaH', 'ANkikaH', 'DarmarAjikA', 'prARahInaH', 'priyaNgu'
' Frequently Occuring', 'leKikA', 'granTakartrI', 'udbala', 'kawaH', 'argalaH'
'Not occuring', 'lokasevA', 'janasevA', 'prayAcanam', 'mudrA', 'gajakumBaH'
'Not occuring', 'lokasevA', 'janasevA', 'banDura', 'yogISvaraH', 'nagarIya'
'Not occuring', 'lokasevA', 'AyogaH', 'hiwalaramahodayaH', 'sUrmiH', 'matimat'
'Not occuring', 'luW', 'ulluW', 'sUtakam', 'alpakAlika', 'AjIvana'
'Rarely Occuring', 'antarDA', 'vyavaDA', 'svArjita', 'mfdu', 'PilipInadeSIya'
' Frequently Occuring', 'lavaNgam', 'lavaNgapuzpam', 'mokam', 'kalamaH', 'sanDipAdajantuH'
'Rarely Occuring', 'punarAgamanam', 'pratinivfttiH', 'pawamaRqapaH', 'calAcala', 'aSIta'
'Not occuring', 'vidyutpAtaH', 'vajrapAtaH', 'BAzyam', 'vyAsaNgaH', 'arRavajamalaH'
'Not occuring', 'vaDakaH', 'GAtakaH', 'mAsikaM', 'samazWilaH', 'patAkA'
'Rarely Occuring', 'vaDya', 'hanya', '66', 'adaRqanIya', 'maDuzWIlaH'
'Rarely Occuring', 'vasantotsavaH', 'madanotsavaH', 'upodGAtam', 'pAqinI', 'rah'
'Not occuring', 'vastrAlayaH', 'vastrAgAraH', 'BarSaya', 'antaHsTavarRaH', 'unmattatA'
'Rarely Occuring', 'apekzaRIyaH', 'apekzaRIyA', 'nAgadantakaH', 'mukulita', 'prayojyaH'
'Not occuring', 'vAgvistaraH', 'vAkprapaMcaH', 'kAritA', 'lokodboDanam', 'enas'
'Rarely Occuring', 'vAgISaH', 'vAgISvaraH', 'piDAnakam', 'saBrUBaNgam', 'akasmAt'
'Not occuring', 'manIzin', 'suDI', 'mahABArate', 'drAkzA', 'tuRqam'
'Rarely Occuring', 'SAstrArTaH', 'vAkyArTaH', 'jayanI', 'kIraH', 'asaMBAvanIyam'
' Frequently Occuring', 'vAmanaH', 'AdityaH', 'BavAnI', 'kollam', 'tripuravijayaH'
'Not occuring', 'vAkpawu', 'vAkcatura', 'pramatta', 'samUhaH', 'anavadya'
'Rarely Occuring', 'aBiyoktA', 'vAdI', 'BUtAveSaH', 'ditisutaH', 'ratnamAlA'
'Not occuring', 'vAstunirmARakOSalam', 'nirmARaSilpam', 'mahAsUkzmA', 'apaharaRam', 'svatantratAdinam'
'Not occuring', 'kiraRasPuraRam', 'aMSupAtanam', 'sikKaH', 'nirvyApAraH', 'atisargaH'
'Rarely Occuring', 'saMhArakaH', 'AmarItA', 'mArtaRqIya', 'kzip', 'guhabAhu'
'Rarely Occuring', 'virecakaH', 'virecakam', 'atti', 'SatAvarI', 'AcAryavinobABAve'
' Frequently Occuring', 'vidUzakaH', 'vEhAsikaH', 'avekzita', 'saMmohanam', 'Amram'
'Rarely Occuring', 'vidyucCaktiH', 'vidyucSaktiH', 'darI', 'DyAnam', 'aplavAnA'
'Rarely Occuring', 'Apad', 'vipad', 'caritrahInatA', 'sAsUyam', 'hA'
'Not occuring', 'virecaka', 'recaka', 'sammfj', 'dviradaH', 'sAmAjikaH'
'Not occuring', 'viroDoktiH', 'visaMvAdaH', 'kUjanam', 'tuhinam', 'pakzI'
'Rarely Occuring', 'vilayanam', 'dravIkaraRam', 'niyogI', 'vizayaH', 'mugDa'
'Rarely Occuring', 'vizuvam', 'vizuvat', 'upanizad', 'klizwa', 's'
'Rarely Occuring', 'vihIna', 'rahita', 'pfcCikA', 'lattayA', 'kalaNkaH'
'Rarely Occuring', 'saMvEDAnika', 'saMviDAnIya', 'saNGawanam', 'sTAvaram', 'padmAnadI'
'Not occuring', 'vEDAnika', 'viDAnIya', 'nArAyaRIkzetram', 'val', 'Bayavipluta'
' Frequently Occuring', 'vEyAkaraRaH', 'vyAkaraRajYaH', 'utPAlaya', 'mahat', 'kfzRAyasam'
'Rarely Occuring', 'vyavasTApanam', 'prabanDanam', 'kaWinakaH', 'melanam', 'niHSoRita'
' Frequently Occuring', 'vyAkaraRam', 'padAnuSAsanam', 'rasin', 'BramaRam', 'vatsatantriH'
'Rarely Occuring', 'vyApaka', 'aBivyApaka', 'kapiH', 'saMsftiH', 'rAtripariBramaRam'
' Frequently Occuring', 'vyutpattiH', 'utpattiH', 'KagolaSAstram', 'vistAraka', 'asambanDita'
'Not occuring', 'nAgadantakaH', 'niryUhaH', 'kzepaya', 'catuScaraRaH', 'kledaH'
'Rarely Occuring', 'caturaNgakrIqA', 'budDidyUtam', 'aryamA', 'pad', 'bAlikA'
'Not occuring', 'varzaSatam', 'Satavarzam', 'Gawita', 'samAropay', 'tamaNga'
'Not occuring', 'SabdaveDin', 'SabdaBedin', 'paravaSataH', 'aBirAmatA', 'rasAtalam'
'Not occuring', 'SabdasaNgrahaH', 'SabdakoSaH', 'ripuGAtinI', 'pUrvAnIlaH', 'bopaNgavAdyam'
'Not occuring', 'SaraRArTI', 'SaraRAgataH', 'nirvah', 'vfD', 'vizada'
' Frequently Occuring', 'Sarat', 'SaratkAla', 'mAdaka', 'SokaH', 'anvavekz'
'Not occuring', 'sAnikA', 'sAneyI', 'pUrvAvAyuH', 'avaSizwam', 'suviKyAta'
'Not occuring', 'Sapta', 'aBiSapta', 'avinASI', 'maqagAskaragaRarAjyam', 'mAyAvin'
'Not occuring', 'SApodDAraH', 'SApamocanam', 'anudyata', 'nIca', 'PilipInadeSIya'
'Not occuring', 'SAradIya', 'SArada', 'agrajAtakaH', 'Danada', 'ArakzakAlayaH'
'Not occuring', 'SAsita', 'praSAsita', 'akzuDA', 'aNganam', 'patadgrAhaH'
'Not occuring', 'SAstravid', 'SAstrajYaH', 'vidagDatA', 'vi', 'saMruD'
'Rarely Occuring', 'SilAnyAsaH', 'SilAropaRam', 'janaH', 'kumudabAnDa', 'arTacitta'
' Frequently Occuring', 'SilAleKaH', 'pAzARaleKaH', 'niyojitam', 'KaRqita', 'pradiS'
' Frequently Occuring', 'Sibiram', 'samAvAsaH', 'utsekaH', 'liKi', 'aruRA'
'Not occuring', 'SizwAcAraH', 'saByarItiH', 'BAradvAjaH', 'ava', 'AvedanakartA'
'Not occuring', 'SItakriyA', 'SItIkaraRam', 'prahAraH', 'kAmANgaH', 'cakrI'
' Frequently Occuring', 'SiKaram', 'sAnuH', 'lIlA', 'gORa', 'saMtfp'
'Not occuring', 'Suturamurga', 'KagaH', 'dAhasaraH', 'ASrita', 'hajarata'
'Not occuring', 'SuBakAmanA', 'hitecCA', 'katAradeSaH', 'mUlyam', 'rUz'
' Frequently Occuring', 'upacAraH', 'sevA', 'upAvfta', 'kzaraRam', 'SElI'
'Not occuring', 'SElajaH', 'SElajam', 'madirAlayaH', 'kzayaM', 'saKI'
'Not occuring', 'suSoBita', 'SoBAnvita', 'mahAgaMDam', 'samutpAwaya', 'rasAgrajam'
' Frequently Occuring', 'saMSoDakaH', 'SoDakaH', 'darpaH', 'vraSc', 'SOcatvam'
'Not occuring', 'malotsargaH', 'malavisargaH', 'rasapAkajaH', 'samprata', 'KaYjanaH'
'Not occuring', 'sandigDatA', 'sandigDatvam', 'grEvam', 'anAkANkzA', 'prayojyaH'
'Not occuring', 'vizamajvaraH', 'saMtatajvaraH', 'svIya', 'vilAyaya', 'SrezWaH'
' Frequently Occuring', 'sampAdakaH', 'sampAdikA', 'viDA', 'DaritrI', 'viBUzaRam'
'Rarely Occuring', 'paripUrRatA', 'sampannatA', 'vftrAsuraH', 'kusaNgaH', 'nagnatA'
'Not occuring', 'SaNkin', 'SaNkita', 'uttf', 'kadambakam', 'kAYcanam'
'Not occuring', 'upasADaya', 'prasADaya', 'tArA', 'Cid', 'aprayatnaSIla'
'Not occuring', 'saMSoDaya', 'viSoDaya', 'viBAvaya', 'nizkvATaH', 'sTAvaram'
'Not occuring', 'amalIkf', 'pariSuD', 'nisvara', 'namrabudDi', 'anubanDanam'
'Not occuring', 'pratijYApatram', 'pratijYApatrakam', 'pakzaH', 'SASvatam', 'japamAlA'
'Not occuring', 'galitatvam', 'galitatA', 'mahAnuBAvatA', 'parivfdDa', 'rAjavaMSaH'
'Not occuring', 'apakzi', 'pU', 'sUci', 'pariKyAnam', 'preraRA'
'Rarely Occuring', 'amlAnaH', 'suvarRapuzpaH', 'danujaH', 'nimajjita', 'lokasevA'
' Frequently Occuring', 'jaqa', 'saMvedanASUnya', 'mfdA', 'akarmaRya', 'pawwaH'
'Not occuring', 'jAmAtfpitA', 'snuzApitA', 'vicCedaH', 'apadeSaH', 'asuviDAjanaka'
'Not occuring', 'sTeyaH', 'maDyasTaH', 'karuRA', 'bARasutA', 'ApIqaya'
'Not occuring', 'samAnArTaka', 'paryAya', 'yuktam', 'atIva', 'kusumADipaH'
' Frequently Occuring', 'arhaH', 'arhA', 'mAlUkaH', 'cihnam', 'samprakamp'
'Not occuring', 'praDAnamaDyasTaH', 'muKyapramARapuruzaH', 'kroSaH', 'nidrASAlA', 'annaja'
' Frequently Occuring', 'sarvajYa', 'sarvavettA', 'sammfj', 'pracyu', 'sAmudAyika'
'Not occuring', 'sarvavyApin', 'sarvavyApaka', 'QakkaH', 'totApurI', 'suKaBakzikAkAraH'
'Not occuring', 'sarvaSaktimat', 'sarvaSaktiSAlin', 'mantrAlayaH', 'ApagA', 'tvagrogaH'
'Rarely Occuring', 'sarvekzaRam', 'anudarSanam', 'varRaH', 'janiH', 'citrA'
'Not occuring', 'sahajavfttiH', 'pravfttiH', 'nistAramUlyam', 'parihAraH', 'sarasvatI'
'Rarely Occuring', 'sahADyAyI', 'sahapAWI', 'punarvAsaH', 'sUryapriyA', 'viBaYj'
'Not occuring', 'aSvapAlaH', 'GowakarakzakaH', 'pratyAdiS', 'sArTaH', 'suhAsAnana'
'Not occuring', 'sAguH', 'sAgU', 'rAjamArgaH', 'rogapratibanDaH', 'aNkuraH'
'Not occuring', 'vinItatA', 'suvfttiH', 'vyApAraH;', 'vismftiH', 'dIrGotpIWikA'
'Not occuring', 'sopAnamArga', 'sopAnapadDatiH', 'BAjanam', 'raktIkfta', 'DyAnasTa'
'Rarely Occuring', 'vArzika', 'sAMvatsarika', 'sapiRqaH', 'vicAraRam', 'maRqalam'
'Rarely Occuring', 'sAhacaryam', 'samparkaH', 'pratikUla', 'virakti', 'kzap'
'Rarely Occuring', 'sTURA', 'nAsA', 'kokA', 'goleka', 'saNgatam'
'Rarely Occuring', 'siMhAvalokanam', 'anudarSanam', 'mAlUkaH', 'saminDanam', 'dAhaya'
'Not occuring', 'saMkuc', 'saNkuc', 'mETu', 'SAsitA', 'SaNkin'
' Frequently Occuring', 'sOBrAtram', 'BAtfttavam', 'vivaram', 'apavat', 'sopAnapadDatiH'
'Not occuring', 'iwaH', 'itkawaH', 'nirvahaRam', 'duzwAcaraRam', 'yonI'
'Rarely Occuring', 'kledaH', 'saMkledaH', 'grAhikA', 'gATAnI', 'adat'
' Frequently Occuring', 'nasyam', 'nastam', 'sahacaraH', 'anuvidDaH', 'bAhuprasAraRaM'
'Not occuring', 'sugamya', 'sugama', 'Cedanam', 'naktakaH', 'bahu'
'Not occuring', 'manorama', 'manohara', 'as', 'sakala', 'UrjaH'
' Frequently Occuring', 'sudarSana', 'cUrRam', 'suKam', 'PuwaH', 'kowISam'
' Frequently Occuring', 'pravartakaH', 'nivartakaH', 'caturTI', 'Suktaka', 'avyalIka'
'Rarely Occuring', 'svarRima', 'suvarRIya', 'nAcikA', 'nirguRwI', 'aBrAnta'
'Not occuring', 'svarRakAra', 'suvarRakAra', 'maDusravA', 'parisPIta', 'tatpaScAt'
'Not occuring', 'suKyAta', 'supratizWa', 'pakzaH', 'mahendranagarI', 'kuSUlaH'
' Frequently Occuring', 'sUcakaH', 'cihnam', 'asUyA', 'plu', 'vyAGraH'
'Rarely Occuring', 'sUryamuKI', 'SrIhastinI', 'BramaRam', 'aBinirdiS', 'karAmbukaH'
'Not occuring', 'sinDujaH', 'sEnDavaH', 'arDa', 'sEgaॉna', 'taTyA'
'Rarely Occuring', 'sAgarIya', 'sAmudrika', 'upAyaH', 'matsaraH', 'vistAraH'
' Frequently Occuring', 'spandanam', 'spandaH', 'anicCita', 'arTahIna', 'SArdUlaH'
'Rarely Occuring', 'pratidvandvI', 'pratisparDI', 'hotrA', 'samarTita', 'campakaH'
'Not occuring', 'Ahve', 'hve', 'kumBIkaH', 'uttaraCadaH', 'nirmARaSilpam'
'Not occuring', 'kvaTita', 'jIrRa', 'CatravfkzaH', 'kAcaH', 'Apada'
'Not occuring', 'svEratA', 'svEritA', 'susa', 'amBaH', 'yajurvedaH'
'Not occuring', 'kiMkartavyavimUQa़', 'hatabudDi', 'dvAram', 'samBftiH', 'AryaH'
' Frequently Occuring', 'svIkAraH', 'pratipattiH', 'saMru', 'padavyavasTA', 'viBAgaH'
'Not occuring', 'apahf', 'hf', 'vyAhftiH', 'BojanaSAlA', 'mAzaparRI'
'Not occuring', 'jamByaH', 'hanukA', 'viloqanam', 'ananukUlatA', 'apasAraya'
' Frequently Occuring', 'haraRam', 'apaharaRam', 'guRAguRajYaH', 'kuwikA', 'EndrI'
'Not occuring', 'haritatvam', 'haritvam', 'wIkA', 'duzpravAdaH', 'vyatIta'
'Not occuring', 'hastareKAvid', 'hastareKAvit', 'kulasOraBam', 'arka', 'garBopanizad'
'Rarely Occuring', 'hUtiH', 'AhUH', 'karajam', 'lambodaraH', 'riNKaH'
'Rarely Occuring', 'Akrandanam', 'AkroSaH', 'kakzA', 'iRqiyA', 'aSmasAraH'
'Rarely Occuring', 'kIlakaH', 'kIlaH', 'brU', 'tArakaH', 'snigDa'
' Frequently Occuring', 'hikkA', 'hikkikA', 'antarvediH', 'vAhakaH', 'aBOtika'
'Rarely Occuring', 'hezA', 'hezAravaH', 'aBiSasti', 'vi', 'janaSrutiH'
'Not occuring', 'himasaMhatiH', 'himAnI', 'saMyukta', 'aprApya', 'daMSam'
'Rarely Occuring', 'himapAtaH', 'himAhatiH', 'baMdIkaraRam', 'nizPalA', 'viBavaH'
'Rarely Occuring', 'hiNguH', 'hiNgukaH', 'naBaH', 'pfcCanam', 'UnIkf'
' Frequently Occuring', 'hemantaH', 'hemantam', 'saMpravadanam', 'mOliH', 'Odyogika'
' Frequently Occuring', 'vihAraH', 'vidyAvihAraH', 'kiMSukaH', 'alAbu', 'SAntA'
'Rarely Occuring', 'amarakoSaH', 'amarakozaH', 'navIkfta', 'prasarA', 'pARqunandanaH'
'Not occuring', 'saMyata', 'maryAdita', 'SAstrIlAlabahAduraH', 'BUmikuzmARqaH', 'DEryatA'
'Not occuring', 'paryavekzikA', 'aDizwAtrI', 'samprasUya', 'jaॉnsanagaram', 'aDidevakuladeva'
'Not occuring', 'anujYapti', 'anumatipatram', 'ravipriyaH', 'kalADaraH', 'svADipatyam'
'Rarely Occuring', 'anusUcita', 'janajAtiH', 'AjYAnugAmin', 'asamBAvya', 'vipinam'
'Not occuring', 'rogakAraka', 'rogajanaka', 'sAmudrika', 'gAQasOhfdam', 'praSvas'
'Not occuring', 'aDaHpravAhaH', 'antarDArA', 'anAgatAparADaH', 'laGutA', 'nyUnamUlyatA'
' Frequently Occuring', 'vegaH', 'javaH', 'upacAryA', 'vilokaya', 'jagat'
' Frequently Occuring', 'aDiniyamaH', 'kriyAkAraH', 'Kewita', 'leKyam', 'sArvajanika'
'Not occuring', 'padavyuttara', 'snAtakottara', 'vaSI', 'dAsyatA', 'vismayaH'
' Frequently Occuring', 'aDyApakaH', 'guruH', 'gAliH', 'sambanDaH', 'vAhaya'
'Rarely Occuring', 'viSezavargam', 'aDyApanam', 'ramaRIya', 'prayatamAnasa', 'nindA'
'Not occuring', 'aBileKapAlaH', 'majamudAraH', 'dEva', 'sahayoga', 'hastiparRI'
'Not occuring', 'avakaraH', 'avakzayaH', 'gurunAnakaH', 'netrAYjanam', 'antataH'
'Rarely Occuring', 'apakzayaH', 'apacayaH', 'saPalam', 'SAliH', 'yugyavAhaH'
' Frequently Occuring', 'pratiniDiH', 'pratihastaH', 'danujaH', 'kAlAgnirudra', 'apariklinna'
'Not occuring', 'Unaya', 'UnIkf', 'AyAmaH', 'yojitam', 'prAvfzA'
' Frequently Occuring', 'upADiH', 'aBiDAnam', 'gozWI', 'laGuvivaranAlikA', 'Gora'
'Rarely Occuring', 'aBedaH', 'BedarahitaH', 'savyaTa', 'param', 'hiraRyam'
' Frequently Occuring', 'arTavyavasTA', 'vittavyavasTA', 'nipizwa', 'bahudarSitvam', 'pavitrakaH'
'Rarely Occuring', 'arTaSAstrajYaH', 'arTaSAstravid', 'apriya', 'anirvfttiH', 'tArAmaya'
'Not occuring', 'karRejapa', 'pESunika', 'dfzwinipAtaH', 'muKanirIkzakaH', 'Bakz'
'Not occuring', 'avawuH', 'GawA', 'yayin', 'jaya', 'dIrGapAdapaH'
'Rarely Occuring', 'anaSanam', 'annatyAgaH', 'anumodaka', 'AkIrRaH', 'brahmasUH'
'Not occuring', 'roDakzamatA', 'parihAraH', 'mAsaH', 'aByupagata', 'vikalpaH'
'Rarely Occuring', 'asTiBaNgaH', 'asTicCallitam', 'sADAraRatA', 'mOliH', 'godantam'
'Not occuring', 'yudDAvasAnam', 'yudDaviSrAmaH', 'catvara', 'karuRaH', 'itkawaH'
' Frequently Occuring', 'majjA', 'medaH', 'raktatuRqaH', 'ArUQiH', 'pAYcAlikA'
'Rarely Occuring', 'ApatkAlaH', 'mahadBayam', 'BUrilagnA', 'svalpavyayI', 'Sasyam'
'Not occuring', 'nfpAMSaH', 'rAjasvam', 'pratikUlatA', 'viBAsarAgaH', 'hEqena'
'Not occuring', 'kacuH', 'kacvI', 'praheliH', 'raktA', 'dOrAtmyam'
'Not occuring', 'padavyavasTA', 'padavicAraH', 'agurutA', 'mEnjanIlo', 'avicArya'
'Not occuring', 'AtmAnuSAsanam', 'parizkAraH', 'nirvaMSa', 'tIkzRaDArA', 'pAvitryam'
'Not occuring', 'tattvavAdI', 'AdarSavAdI', 'BU', 'BogaH', 'vAjI'
'Not occuring', 'AdeSAtmaka', 'AjYAtmaka', 'niBftaH', 'hfdgrahaH', 'paristomaH'
'Not occuring', 'pratyAyitaH', 'AyuktaH', 'mfduBAzin', 'javanikA', 'mAyA'
'Not occuring', 'sTiraniDiH', 'sAvaDi', 'GAtukaH', 'caYcuH', 'anuprajYA'
'Not occuring', 'AhAraSAstrajYA', 'AhAraSAstrajYaH', 'jawam', 'vineyaH', 'upasevita'
'Not occuring', 'vAmapanTaH', 'vAmavAdaH', 'vici', 'dvEtI', 'drAviqI'
'Rarely Occuring', 'utkIrRa', 'tazwa', 'aBiSApaH', 'kAmavallaBam', 'udDan'
'Not occuring', 'sarvotkfzwakarma', 'uttamakarma', 'dvija', 'lalitalocana', 'BaraRam'
'Rarely Occuring', 'udvikAsaH', 'saMcaraH', 'paSuH', 'kOmudI', 'AlokaH'
'Not occuring', 'udubja', 'nyubja', 'DArikA', 'pracCid', 'aBeda'
'Not occuring', 'deSAntarADivAsI', 'anyadeSavivatmuH', 'svAdaH', 'nigrahI', 'sarovaram'
'Not occuring', 'bAhyatvak', 'bAhyatvag', 'vilodita', 'AKyAyikA', 'payaspaH'
'Not occuring', 'DanarUpasahAyyam', 'DanarUpopakAraH', 'usraH', 'pAtivratyam', 'vastrAlayaH'
'Rarely Occuring', 'upasaBApatiH', 'upasaBADyakzaH', 'amAnanIya', 'viplavaH', 'arbudaH'
'Not occuring', 'rasaSAlA', 'rasAyanakarmagfham', 'vapanam', 'KelA', 'yAmala'
'Not occuring', 'krAntivalayaH', 'krAntivalayam', 'varizWaH', 'vayaskA', 'sandeSaH'
'Not occuring', 'kajalI', 'utsavaH', 'maNgalaH', 'samfdDa', 'koze'
'Rarely Occuring', 'praDAnanyAyADISaH', 'muKyanyAyADISaH', 'viliyamaSeksapiyaramahodayaH', 'laGuvivaranAlikA', 'kowiSaH'
'Rarely Occuring', 'marSanam', 'mantraRam', 'AkarzaRam', 'BAvanAhIna', 'ajinam'
'Not occuring', 'upasADaH', 'sahitam', 'vyaYjakam', 'aNgalodmaH', 'upadeSaH'
'Rarely Occuring', 'rAsAyanika', 'urvarakaH', 'vinamra', 'mAnya', 'DyAnam'
'Not occuring', 'viSezADikArapatram', 'svAmyam', 'vyavahAramaRqapaH', 'garuqaH', 'prasannataH'
'Rarely Occuring', 'Odyogika', 'anvezaRa', 'divA', 'viheWanam', 'kaWina'
'Not occuring', 'kakzAprabanDaH', 'kakzAprabanDanam', 'sitapakzaH', 'gaRarAjyam', 'dozaH'
'Rarely Occuring', 'kalpitakaTA', 'miTyAkaTA', 'darpaRaH', 'saMmadaya', 'pratiBAsaH'
' Frequently Occuring', 'kARqaH', 'kARqam', 'krakacena', 'duzpraBAvaH', 'karkowakamUlam'
' Frequently Occuring', 'kuSalatA', 'yogyatA', 'vaRWAlaH', 'udvAhaH', 'DAnyam'
'Not occuring', 'kfzivargaH', 'kfzakadalam', 'varRagata', 'saNkawam', 'suhfttama'
'Rarely Occuring', 'upAhAragfham', 'BojanaSAlA', 'anudData', 'piYjaraH', 'vaYcaya'
'Not occuring', 'DAtuvidyA', 'DAtuparIkzaRavidyA', 'AKanikaH', 'AkroSaH', 'akzaramAlA'
'Not occuring', 'garBatA', 'garBaDAraRam', 'atyADAnam', 'yogezwam', 'atibAD'
'Not occuring', 'gurutvAkarzaRaSaktiH', 'gurutvAkarzaRam', 'karakam', 'avahAraH', 'payoDaraH'
'Not occuring', 'jYApanapatram', 'GozaRApatram', 'mayaNkaH', 'antarAkASaH', 'cEtrAvalI'
'Not occuring', 'rugRavAhikA', 'rugRavAhanam', 'vakrIBAvaH', 'aparADaH', 'vikriyA'
'Not occuring', 'cAruleKanam', 'suleKanam', 'niScapracam', 'ErAvaRaH', 'kolAhalaH'
'Not occuring', 'jalajIvaSAlA', 'matsyAlayaH', 'KaYjanA', 'muKya', 'anayArItyA'
'Rarely Occuring', 'jIvaSAstram', 'jEvikI', 'argalA', 'yavanikA', 'pratirupakaH'
'Not occuring', 'prARisaNgahAlayaH', 'jantuSAlA', 'BU', 'varRAwaH', 'tamAlakaH'
'Not occuring', 'prARividyA', 'jIvajantuvidyA', 'lambaya', 'tilakalkaH', 'SarASrayaH'
'Not occuring', 'jvAlAmuKIsPowaH', 'agniparvatasPowaH', 'droRAcAryaH', 'nimnaBUH', 'anantaram'
'Rarely Occuring', 'tantrajYaH', 'yantravid', 'bADita', 'Sukla', 'hawwaH'
'Not occuring', 'plavanaSIlatA', 'laGutA', 'dIpaSiKA', 'pawakAraH', 'pAl'
'Rarely Occuring', 'nirgamanam', 'vimocanam', 'Garzita', 'yamasvasA', 'samA'
'Not occuring', 'dUraBAzaRayantram', 'dUraBAzA', 'duHzWu', 'SuzkaH', 'DUtiH'
'Rarely Occuring', 'BUpradeSaH', 'dikcakravAlam', 'grAmajAta', 'candrAspadA', 'mallakozwaH'
'Rarely Occuring', 'vittakozaH', 'DanAgAraH', 'kAleyam', 'saByatA', 'tUdaH'
'Rarely Occuring', 'drava', 'gatiSAstram', 'vidyudvemA', 'maDyamikA', 'viBUzaRam'
'Not occuring', 'DAtuSAstram', 'DAtuvidyA', 'KyAtaH', 'cumbakaH', 'tatsTAne'
'Not occuring', 'rokaDanam', 'rokaH', 'nitan', 'ananyagatitA', 'vAsaraH'
'Rarely Occuring', 'pratikftiH', 'pratimA', 'puzpadantaH', 'DImAn', 'leSaH'
'Not occuring', 'nfhatyA', 'manuzyavaDaH', 'guqatfRaH', 'aBiBaYj', 'srastaram'
'Rarely Occuring', 'nityakarma', 'nityacaryA', 'viBAvarI', 'koSaH', 'kumAraH'
' Frequently Occuring', 'nirUpaRam', 'nirvacanam', 'jANgalam', 'esapI', 'yugaH'
'Not occuring', 'pUtiroDaka', 'pUtiGna', 'kOtaH', 'punaH', 'taras'
'Rarely Occuring', 'GozaRApatram', 'prasidDipatram', 'pura', 'avaSezaya', 'dyUtaka'
